participant,group,item,type,number,determiner,condition,segment,text,rt,proficiency
L1_04,L1-English,56,rnr,RNR,implausible-control,RNR-implausible-control,2,yelled,562,22
L1_04,L1-English,56,rnr,RNR,implausible-control,RNR-implausible-control,3,and,502,22
L1_04,L1-English,56,rnr,RNR,implausible-control,RNR-implausible-control,4,Mariah,653,22
L1_04,L1-English,56,rnr,RNR,implausible-control,RNR-implausible-control,5,typed,665,22
L1_04,L1-English,56,rnr,RNR,implausible-control,RNR-implausible-control,6,the name,635,22
L1_04,L1-English,56,rnr,RNR,implausible-control,RNR-implausible-control,7,and address,693,22
L1_04,L1-English,56,rnr,RNR,implausible-control,RNR-implausible-control,8,"an hour ago,",820,22
L1_04,L1-English,56,rnr,RNR,implausible-control,RNR-implausible-control,9,according to their brother.,448,22
L1_04,L1-English,57,rnr,RNR,plausible,RNR-plausible,1,Christina,415,22
L1_04,L1-English,57,rnr,RNR,plausible,RNR-plausible,2,ordered,426,22
L1_04,L1-English,57,rnr,RNR,plausible,RNR-plausible,3,and,402,22
L1_04,L1-English,57,rnr,RNR,plausible,RNR-plausible,4,Mia,267,22
L1_04,L1-English,57,rnr,RNR,plausible,RNR-plausible,5,installed,341,22
L1_04,L1-English,57,rnr,RNR,plausible,RNR-plausible,6,the air conditioner,345,22
L1_04,L1-English,57,rnr,RNR,plausible,RNR-plausible,7,and heater,490,22
L1_04,L1-English,57,rnr,RNR,plausible,RNR-plausible,8,"last month,",522,22
L1_04,L1-English,57,rnr,RNR,plausible,RNR-plausible,9,according to their brother.,330,22
L1_04,L1-English,58,rnr,RNR,implausible,RNR-implausible,1,Audrey,457,22
L1_04,L1-English,58,rnr,RNR,implausible,RNR-implausible,2,drank,496,22
L1_04,L1-English,58,rnr,RNR,implausible,RNR-implausible,3,and,434,22
L1_04,L1-English,58,rnr,RNR,implausible,RNR-implausible,4,Holly,470,22
L1_04,L1-English,58,rnr,RNR,implausible,RNR-implausible,5,bought,398,22
L1_04,L1-English,58,rnr,RNR,implausible,RNR-implausible,6,chocolates,448,22
L1_04,L1-English,58,rnr,RNR,implausible,RNR-implausible,7,and cookies,511,22
L1_04,L1-English,58,rnr,RNR,implausible,RNR-implausible,8,"a few hours ago,",704,22
L1_04,L1-English,58,rnr,RNR,implausible,RNR-implausible,9,according to their brother.,656,22
L1_04,L1-English,59,rnr,RNR,plausible-control,RNR-plausible-control,1,Alice,513,22
L1_04,L1-English,59,rnr,RNR,plausible-control,RNR-plausible-control,2,received,629,22
L1_04,L1-English,59,rnr,RNR,plausible-control,RNR-plausible-control,3,and,817,22
L1_04,L1-English,59,rnr,RNR,plausible-control,RNR-plausible-control,4,Crystal,670,22
L1_04,L1-English,59,rnr,RNR,plausible-control,RNR-plausible-control,5,packed,746,22
L1_04,L1-English,59,rnr,RNR,plausible-control,RNR-plausible-control,6,the towels,609,22
L1_04,L1-English,59,rnr,RNR,plausible-control,RNR-plausible-control,7,and clothes,665,22
L1_04,L1-English,59,rnr,RNR,plausible-control,RNR-plausible-control,8,"this morning,",646,22
L1_04,L1-English,59,rnr,RNR,plausible-control,RNR-plausible-control,9,according to their brother.,793,22
L1_04,L1-English,60,rnr,RNR,implausible-control,RNR-implausible-control,1,Harry,445,22
L1_04,L1-English,60,rnr,RNR,implausible-control,RNR-implausible-control,2,broke,458,22
L1_04,L1-English,60,rnr,RNR,implausible-control,RNR-implausible-control,3,and,503,22
L1_04,L1-English,60,rnr,RNR,implausible-control,RNR-implausible-control,4,Kenny,437,22
L1_04,L1-English,60,rnr,RNR,implausible-control,RNR-implausible-control,5,repaired,618,22
L1_04,L1-English,60,rnr,RNR,implausible-control,RNR-implausible-control,6,the window,594,22
L1_04,L1-English,60,rnr,RNR,implausible-control,RNR-implausible-control,7,and the door,486,22
L1_04,L1-English,60,rnr,RNR,implausible-control,RNR-implausible-control,8,"this month,",995,22
L1_04,L1-English,60,rnr,RNR,implausible-control,RNR-implausible-control,9,according to their brother.,418,22
L1_04,L1-English,61,doso,do_so,adjunct,do_so-adjunct,1,Robin,385,22
L1_04,L1-English,61,doso,do_so,adjunct,do_so-adjunct,2,read,390,22
L1_04,L1-English,61,doso,do_so,adjunct,do_so-adjunct,3,a book,536,22
L1_04,L1-English,61,doso,do_so,adjunct,do_so-adjunct,4,on the couch,549,22
L1_04,L1-English,61,doso,do_so,adjunct,do_so-adjunct,5,and,429,22
L1_04,L1-English,61,doso,do_so,adjunct,do_so-adjunct,6,Leslie,484,22
L1_04,L1-English,61,doso,do_so,adjunct,do_so-adjunct,7,did,349,22
L1_04,L1-English,61,doso,do_so,adjunct,do_so-adjunct,8,so,386,22
L1_04,L1-English,61,doso,do_so,adjunct,do_so-adjunct,9,on the bench.,465,22
L1_04,L1-English,62,doso,do_so,argument,do_so-argument,1,Sam,472,22
L1_04,L1-English,62,doso,do_so,argument,do_so-argument,2,placed,461,22
L1_04,L1-English,62,doso,do_so,argument,do_so-argument,3,a letter,790,22
L1_04,L1-English,62,doso,do_so,argument,do_so-argument,4,on the desk,461,22
L1_04,L1-English,62,doso,do_so,argument,do_so-argument,5,and,458,22
L1_04,L1-English,62,doso,do_so,argument,do_so-argument,6,Tina,341,22
L1_04,L1-English,62,doso,do_so,argument,do_so-argument,7,did,381,22
L1_04,L1-English,62,doso,do_so,argument,do_so-argument,8,so,353,22
L1_04,L1-English,62,doso,do_so,argument,do_so-argument,9,on the table.,378,22
L1_04,L1-English,63,doso,control,adjunct,control-adjunct,1,Eric,417,22
L1_04,L1-English,63,doso,control,adjunct,control-adjunct,2,folded,525,22
L1_04,L1-English,63,doso,control,adjunct,control-adjunct,3,the towel,565,22
L1_04,L1-English,63,doso,control,adjunct,control-adjunct,4,in the bathroom,567,22
L1_04,L1-English,63,doso,control,adjunct,control-adjunct,5,and,503,22
L1_04,L1-English,63,doso,control,adjunct,control-adjunct,6,Jessy,320,22
L1_04,L1-English,63,doso,control,adjunct,control-adjunct,7,folded,274,22
L1_04,L1-English,63,doso,control,adjunct,control-adjunct,8,the towel,404,22
L1_04,L1-English,63,doso,control,adjunct,control-adjunct,9,in the bedroom.,379,22
L1_04,L1-English,64,doso,control,argument,control-argument,1,Ben,466,22
L1_04,L1-English,64,doso,control,argument,control-argument,2,loaded,506,22
L1_04,L1-English,64,doso,control,argument,control-argument,3,boxes,639,22
L1_04,L1-English,64,doso,control,argument,control-argument,4,in the truck,643,22
L1_04,L1-English,64,doso,control,argument,control-argument,5,and,467,22
L1_04,L1-English,64,doso,control,argument,control-argument,6,Hannah,488,22
L1_04,L1-English,64,doso,control,argument,control-argument,7,loaded,462,22
L1_04,L1-English,64,doso,control,argument,control-argument,8,boxes,436,22
L1_04,L1-English,64,doso,control,argument,control-argument,9,in the car.,589,22
L1_04,L1-English,65,ngram,ngram,implausible,ngram-implausible,1,Henry,498,22
L1_04,L1-English,65,ngram,ngram,implausible,ngram-implausible,2,drank,549,22
L1_04,L1-English,65,ngram,ngram,implausible,ngram-implausible,3,co?ee,535,22
L1_04,L1-English,65,ngram,ngram,implausible,ngram-implausible,4,and tea,550,22
L1_04,L1-English,65,ngram,ngram,implausible,ngram-implausible,5,at the cafe,575,22
L1_04,L1-English,65,ngram,ngram,implausible,ngram-implausible,6,where,425,22
L1_04,L1-English,65,ngram,ngram,implausible,ngram-implausible,7,sandwiches,502,22
L1_04,L1-English,65,ngram,ngram,implausible,ngram-implausible,8,and cake,495,22
L1_04,L1-English,65,ngram,ngram,implausible,ngram-implausible,9,were,417,22
L1_04,L1-English,65,ngram,ngram,implausible,ngram-implausible,10,very popular.,622,22
L1_04,L1-English,66,ngram,ngram,implausible,ngram-implausible,1,Andrew,446,22
L1_04,L1-English,66,ngram,ngram,implausible,ngram-implausible,2,baked,370,22
L1_04,L1-English,66,ngram,ngram,implausible,ngram-implausible,3,brownies,384,22
L1_04,L1-English,66,ngram,ngram,implausible,ngram-implausible,4,and cake,350,22
L1_04,L1-English,66,ngram,ngram,implausible,ngram-implausible,5,at home,412,22
L1_04,L1-English,66,ngram,ngram,implausible,ngram-implausible,6,where,370,22
L1_04,L1-English,66,ngram,ngram,implausible,ngram-implausible,7,milk,300,22
L1_04,L1-English,66,ngram,ngram,implausible,ngram-implausible,8,and coffee,414,22
L1_04,L1-English,66,ngram,ngram,implausible,ngram-implausible,9,are,346,22
L1_04,L1-English,66,ngram,ngram,implausible,ngram-implausible,10,very expensive.,440,22
L1_04,L1-English,67,ngram,ngram,implausible,ngram-implausible,1,Jenny,515,22
L1_04,L1-English,67,ngram,ngram,implausible,ngram-implausible,2,peeled,554,22
L1_04,L1-English,67,ngram,ngram,implausible,ngram-implausible,3,the apples,630,22
L1_04,L1-English,67,ngram,ngram,implausible,ngram-implausible,4,and the onions,691,22
L1_04,L1-English,67,ngram,ngram,implausible,ngram-implausible,5,in the kitchen,676,22
L1_04,L1-English,67,ngram,ngram,implausible,ngram-implausible,6,where,456,22
L1_04,L1-English,67,ngram,ngram,implausible,ngram-implausible,7,the spoons,463,22
L1_04,L1-English,67,ngram,ngram,implausible,ngram-implausible,8,and the forks,576,22
L1_04,L1-English,67,ngram,ngram,implausible,ngram-implausible,9,were,468,22
L1_04,L1-English,67,ngram,ngram,implausible,ngram-implausible,10,kept.,530,22
L1_04,L1-English,68,ngram,ngram,plausible,ngram-plausible,1,Sam,509,22
L1_04,L1-English,68,ngram,ngram,plausible,ngram-plausible,2,replaced,527,22
L1_04,L1-English,68,ngram,ngram,plausible,ngram-plausible,3,the doors,741,22
L1_04,L1-English,68,ngram,ngram,plausible,ngram-plausible,4,and the windows,814,22
L1_04,L1-English,68,ngram,ngram,plausible,ngram-plausible,5,in the bedroom,738,22
L1_04,L1-English,68,ngram,ngram,plausible,ngram-plausible,6,where,527,22
L1_04,L1-English,68,ngram,ngram,plausible,ngram-plausible,7,the fans,482,22
L1_04,L1-English,68,ngram,ngram,plausible,ngram-plausible,8,and the chairs,542,22
L1_04,L1-English,68,ngram,ngram,plausible,ngram-plausible,9,were,499,22
L1_04,L1-English,68,ngram,ngram,plausible,ngram-plausible,10,located.,357,22
L1_04,L1-English,69,ngram,ngram,plausible,ngram-plausible,1,Jason,509,22
L1_04,L1-English,69,ngram,ngram,plausible,ngram-plausible,2,grabbed,503,22
L1_04,L1-English,69,ngram,ngram,plausible,ngram-plausible,3,the pill,562,22
L1_04,L1-English,69,ngram,ngram,plausible,ngram-plausible,4,and the water,641,22
L1_04,L1-English,69,ngram,ngram,plausible,ngram-plausible,5,at the hospital,622,22
L1_04,L1-English,69,ngram,ngram,plausible,ngram-plausible,6,where,461,22
L1_04,L1-English,69,ngram,ngram,plausible,ngram-plausible,7,the money,478,22
L1_04,L1-English,69,ngram,ngram,plausible,ngram-plausible,8,and the card,426,22
L1_04,L1-English,69,ngram,ngram,plausible,ngram-plausible,9,mysteriously,497,22
L1_04,L1-English,69,ngram,ngram,plausible,ngram-plausible,10,disappeared.,466,22
L1_04,L1-English,70,ngram,ngram,plausible,ngram-plausible,1,Sara,528,22
L1_04,L1-English,70,ngram,ngram,plausible,ngram-plausible,2,drew,479,22
L1_04,L1-English,70,ngram,ngram,plausible,ngram-plausible,3,the spider,467,22
L1_04,L1-English,70,ngram,ngram,plausible,ngram-plausible,4,and the ant,712,22
L1_04,L1-English,70,ngram,ngram,plausible,ngram-plausible,5,in the park,453,22
L1_04,L1-English,70,ngram,ngram,plausible,ngram-plausible,6,where,394,22
L1_04,L1-English,70,ngram,ngram,plausible,ngram-plausible,7,the car,345,22
L1_04,L1-English,70,ngram,ngram,plausible,ngram-plausible,8,and the truck,441,22
L1_04,L1-English,70,ngram,ngram,plausible,ngram-plausible,9,were,379,22
L1_04,L1-English,70,ngram,ngram,plausible,ngram-plausible,10,parked.,490,22
L2_01,L2-English,1,gapping,VPE,Plausible,VPE-P,1,Bill,464,24
L2_01,L2-English,1,gapping,VPE,Plausible,VPE-P,2,ordered,528,24
L2_01,L2-English,1,gapping,VPE,Plausible,VPE-P,3,co?ee,432,24
L2_01,L2-English,1,gapping,VPE,Plausible,VPE-P,4,and tea,472,24
L2_01,L2-English,1,gapping,VPE,Plausible,VPE-P,5,"at the cafe,",736,24
L2_01,L2-English,1,gapping,VPE,Plausible,VPE-P,6,and,448,24
L2_01,L2-English,1,gapping,VPE,Plausible,VPE-P,7,Jane,416,24
L2_01,L2-English,1,gapping,VPE,Plausible,VPE-P,8,did,408,24
L2_01,L2-English,1,gapping,VPE,Plausible,VPE-P,9,too,352,24
L2_01,L2-English,1,gapping,VPE,Plausible,VPE-P,10,with her brother.,304,24
L2_01,L2-English,2,gapping,VPE,Implausible,VPE-I,1,John,560,24
L2_01,L2-English,2,gapping,VPE,Implausible,VPE-I,2,spilled,576,24
L2_01,L2-English,2,gapping,VPE,Implausible,VPE-I,3,coffee,634,24
L2_01,L2-English,2,gapping,VPE,Implausible,VPE-I,4,and tea,590,24
L2_01,L2-English,2,gapping,VPE,Implausible,VPE-I,5,"at the cafe,",784,24
L2_01,L2-English,2,gapping,VPE,Implausible,VPE-I,6,and,456,24
L2_01,L2-English,2,gapping,VPE,Implausible,VPE-I,7,Rachel,480,24
L2_01,L2-English,2,gapping,VPE,Implausible,VPE-I,8,did,456,24
L2_01,L2-English,2,gapping,VPE,Implausible,VPE-I,9,too,408,24
L2_01,L2-English,2,gapping,VPE,Implausible,VPE-I,10,with her assistant.,800,24
L2_01,L2-English,3,gapping,Gapping,Plausible,Gapping-P,1,Joe,559,24
L2_01,L2-English,3,gapping,Gapping,Plausible,Gapping-P,2,found,560,24
L2_01,L2-English,3,gapping,Gapping,Plausible,Gapping-P,3,cups,528,24
L2_01,L2-English,3,gapping,Gapping,Plausible,Gapping-P,4,and glasses,712,24
L2_01,L2-English,3,gapping,Gapping,Plausible,Gapping-P,5,"at the market,",1016,24
L2_01,L2-English,3,gapping,Gapping,Plausible,Gapping-P,6,and,552,24
L2_01,L2-English,3,gapping,Gapping,Plausible,Gapping-P,7,Sue,456,24
L2_01,L2-English,3,gapping,Gapping,Plausible,Gapping-P,8,pillows,416,24
L2_01,L2-English,3,gapping,Gapping,Plausible,Gapping-P,9,and blankets,996,24
L2_01,L2-English,3,gapping,Gapping,Plausible,Gapping-P,10,at the mall.,528,24
L2_01,L2-English,4,gapping,Gapping,Implausible,Gapping-I,1,Bonnie,864,24
L2_01,L2-English,4,gapping,Gapping,Implausible,Gapping-I,2,designed,680,24
L2_01,L2-English,4,gapping,Gapping,Implausible,Gapping-I,3,clothes,528,24
L2_01,L2-English,4,gapping,Gapping,Implausible,Gapping-I,4,and shoes,656,24
L2_01,L2-English,4,gapping,Gapping,Implausible,Gapping-I,5,"in Paris,",688,24
L2_01,L2-English,4,gapping,Gapping,Implausible,Gapping-I,6,and,616,24
L2_01,L2-English,4,gapping,Gapping,Implausible,Gapping-I,7,Sally,496,24
L2_01,L2-English,4,gapping,Gapping,Implausible,Gapping-I,8,chocolates,440,24
L2_01,L2-English,4,gapping,Gapping,Implausible,Gapping-I,9,and cookies,1808,24
L2_01,L2-English,4,gapping,Gapping,Implausible,Gapping-I,10,in Tokyo.,736,24
L2_01,L2-English,5,gapping,VPE,Plausible,VPE-P,1,William,576,24
L2_01,L2-English,5,gapping,VPE,Plausible,VPE-P,2,heated,584,24
L2_01,L2-English,5,gapping,VPE,Plausible,VPE-P,3,brownies,712,24
L2_01,L2-English,5,gapping,VPE,Plausible,VPE-P,4,and cake,504,24
L2_01,L2-English,5,gapping,VPE,Plausible,VPE-P,5,"at home,",568,24
L2_01,L2-English,5,gapping,VPE,Plausible,VPE-P,6,and,472,24
L2_01,L2-English,5,gapping,VPE,Plausible,VPE-P,7,Troy,432,24
L2_01,L2-English,5,gapping,VPE,Plausible,VPE-P,8,did,472,24
L2_01,L2-English,5,gapping,VPE,Plausible,VPE-P,9,too,448,24
L2_01,L2-English,5,gapping,VPE,Plausible,VPE-P,10,with his aunt.,383,24
L2_01,L2-English,6,gapping,VPE,Implausible,VPE-I,1,Peter,528,24
L2_01,L2-English,6,gapping,VPE,Implausible,VPE-I,2,cooked,400,24
L2_01,L2-English,6,gapping,VPE,Implausible,VPE-I,3,steak,600,24
L2_01,L2-English,6,gapping,VPE,Implausible,VPE-I,4,and shrimp,536,24
L2_01,L2-English,6,gapping,VPE,Implausible,VPE-I,5,"at the restaurant,",689,24
L2_01,L2-English,6,gapping,VPE,Implausible,VPE-I,6,and,487,24
L2_01,L2-English,6,gapping,VPE,Implausible,VPE-I,7,Liz,424,24
L2_01,L2-English,6,gapping,VPE,Implausible,VPE-I,8,did,392,24
L2_01,L2-English,6,gapping,VPE,Implausible,VPE-I,9,too,360,24
L2_01,L2-English,6,gapping,VPE,Implausible,VPE-I,10,with her supervisor.,408,24
L2_01,L2-English,7,gapping,Gapping,Plausible,Gapping-P,1,Je?,512,24
L2_01,L2-English,7,gapping,Gapping,Plausible,Gapping-P,2,cleaned,568,24
L2_01,L2-English,7,gapping,Gapping,Plausible,Gapping-P,3,the doors,552,24
L2_01,L2-English,7,gapping,Gapping,Plausible,Gapping-P,4,and the windows,641,24
L2_01,L2-English,7,gapping,Gapping,Plausible,Gapping-P,5,"in the living room,",751,24
L2_01,L2-English,7,gapping,Gapping,Plausible,Gapping-P,6,and,457,24
L2_01,L2-English,7,gapping,Gapping,Plausible,Gapping-P,7,Amy,319,24
L2_01,L2-English,7,gapping,Gapping,Plausible,Gapping-P,8,the lamps,449,24
L2_01,L2-English,7,gapping,Gapping,Plausible,Gapping-P,9,and the chairs,664,24
L2_01,L2-English,7,gapping,Gapping,Plausible,Gapping-P,10,in the bedroom.,287,24
L2_01,L2-English,8,gapping,Gapping,Implausible,Gapping-I,1,Bob,607,24
L2_01,L2-English,8,gapping,Gapping,Implausible,Gapping-I,2,opened,545,24
L2_01,L2-English,8,gapping,Gapping,Implausible,Gapping-I,3,the doors,815,24
L2_01,L2-English,8,gapping,Gapping,Implausible,Gapping-I,4,and the windows,680,24
L2_01,L2-English,8,gapping,Gapping,Implausible,Gapping-I,5,"in the bedroom,",632,24
L2_01,L2-English,8,gapping,Gapping,Implausible,Gapping-I,6,and,504,24
L2_01,L2-English,8,gapping,Gapping,Implausible,Gapping-I,7,Nancy,400,24
L2_01,L2-English,8,gapping,Gapping,Implausible,Gapping-I,8,the fans,448,24
L2_01,L2-English,8,gapping,Gapping,Implausible,Gapping-I,9,and the chairs,497,24
L2_01,L2-English,8,gapping,Gapping,Implausible,Gapping-I,10,in the kitchen.,496,24
L2_01,L2-English,9,gapping,VPE,Plausible,VPE-P,1,Paul,607,24
L2_01,L2-English,9,gapping,VPE,Plausible,VPE-P,2,painted,704,24
L2_01,L2-English,9,gapping,VPE,Plausible,VPE-P,3,the cabinet,720,24
L2_01,L2-English,9,gapping,VPE,Plausible,VPE-P,4,and the drawer,560,24
L2_01,L2-English,9,gapping,VPE,Plausible,VPE-P,5,"in the bedroom,",704,24
L2_01,L2-English,9,gapping,VPE,Plausible,VPE-P,6,and,552,24
L2_01,L2-English,9,gapping,VPE,Plausible,VPE-P,7,Kelly,464,24
L2_01,L2-English,9,gapping,VPE,Plausible,VPE-P,8,did,441,24
L2_01,L2-English,9,gapping,VPE,Plausible,VPE-P,9,too,415,24
L2_01,L2-English,9,gapping,VPE,Plausible,VPE-P,10,with her niece.,377,24
L2_01,L2-English,10,gapping,VPE,Implausible,VPE-I,1,Kevin,504,24
L2_01,L2-English,10,gapping,VPE,Implausible,VPE-I,2,swallowed,504,24
L2_01,L2-English,10,gapping,VPE,Implausible,VPE-I,3,the medicine,512,24
L2_01,L2-English,10,gapping,VPE,Implausible,VPE-I,4,and the water,536,24
L2_01,L2-English,10,gapping,VPE,Implausible,VPE-I,5,"at the hospital,",600,24
L2_01,L2-English,10,gapping,VPE,Implausible,VPE-I,6,and,504,24
L2_01,L2-English,10,gapping,VPE,Implausible,VPE-I,7,Mary,432,24
L2_01,L2-English,10,gapping,VPE,Implausible,VPE-I,8,did,400,24
L2_01,L2-English,10,gapping,VPE,Implausible,VPE-I,9,too,328,24
L2_01,L2-English,10,gapping,VPE,Implausible,VPE-I,10,with her caretaker.,456,24
L2_01,L2-English,11,gapping,Gapping,Plausible,Gapping-P,1,Alice,831,24
L2_01,L2-English,11,gapping,Gapping,Plausible,Gapping-P,2,discovered,2761,24
L2_01,L2-English,11,gapping,Gapping,Plausible,Gapping-P,3,cups,1215,24
L2_01,L2-English,11,gapping,Gapping,Plausible,Gapping-P,4,and plates,520,24
L2_01,L2-English,11,gapping,Gapping,Plausible,Gapping-P,5,"in the kitchen,",672,24
L2_01,L2-English,11,gapping,Gapping,Plausible,Gapping-P,6,and,464,24
L2_01,L2-English,11,gapping,Gapping,Plausible,Gapping-P,7,Ted,360,24
L2_01,L2-English,11,gapping,Gapping,Plausible,Gapping-P,8,stamps,424,24
L2_01,L2-English,11,gapping,Gapping,Plausible,Gapping-P,9,and cards,520,24
L2_01,L2-English,11,gapping,Gapping,Plausible,Gapping-P,10,in the bedroom.,704,24
L2_01,L2-English,12,gapping,Gapping,Implausible,Gapping-I,1,Katie,552,24
L2_01,L2-English,12,gapping,Gapping,Implausible,Gapping-I,2,ate,512,24
L2_01,L2-English,12,gapping,Gapping,Implausible,Gapping-I,3,the apples,488,24
L2_01,L2-English,12,gapping,Gapping,Implausible,Gapping-I,4,and the bananas,704,24
L2_01,L2-English,12,gapping,Gapping,Implausible,Gapping-I,5,"in the garden,",648,24
L2_01,L2-English,12,gapping,Gapping,Implausible,Gapping-I,6,and,496,24
L2_01,L2-English,12,gapping,Gapping,Implausible,Gapping-I,7,Brad,384,24
L2_01,L2-English,12,gapping,Gapping,Implausible,Gapping-I,8,the moon,416,24
L2_01,L2-English,12,gapping,Gapping,Implausible,Gapping-I,9,and the stars,1224,24
L2_01,L2-English,12,gapping,Gapping,Implausible,Gapping-I,10,in the yard.,584,24
L2_01,L2-English,13,gapping,VPE,Plausible,VPE-P,1,Kay,472,24
L2_01,L2-English,13,gapping,VPE,Plausible,VPE-P,2,prepared,632,24
L2_01,L2-English,13,gapping,VPE,Plausible,VPE-P,3,the apples,536,24
L2_01,L2-English,13,gapping,VPE,Plausible,VPE-P,4,and the onions,752,24
L2_01,L2-English,13,gapping,VPE,Plausible,VPE-P,5,"in the kitchen,",432,24
L2_01,L2-English,13,gapping,VPE,Plausible,VPE-P,6,and,504,24
L2_01,L2-English,13,gapping,VPE,Plausible,VPE-P,7,George,376,24
L2_01,L2-English,13,gapping,VPE,Plausible,VPE-P,8,did,408,24
L2_01,L2-English,13,gapping,VPE,Plausible,VPE-P,9,too,328,24
L2_01,L2-English,13,gapping,VPE,Plausible,VPE-P,10,with the chef.,368,24
L2_01,L2-English,14,gapping,VPE,Implausible,VPE-I,1,Linda,1136,24
L2_01,L2-English,14,gapping,VPE,Implausible,VPE-I,2,killed,504,24
L2_01,L2-English,14,gapping,VPE,Implausible,VPE-I,3,the spider,752,24
L2_01,L2-English,14,gapping,VPE,Implausible,VPE-I,4,and the ant,872,24
L2_01,L2-English,14,gapping,VPE,Implausible,VPE-I,5,"in the park,",1192,24
L2_01,L2-English,14,gapping,VPE,Implausible,VPE-I,6,and,536,24
L2_01,L2-English,14,gapping,VPE,Implausible,VPE-I,7,Tom,288,24
L2_01,L2-English,14,gapping,VPE,Implausible,VPE-I,8,did,520,24
L2_01,L2-English,14,gapping,VPE,Implausible,VPE-I,9,too,488,24
L2_01,L2-English,14,gapping,VPE,Implausible,VPE-I,10,with his friend.,320,24
L2_01,L2-English,15,gapping,Gapping,Plausible,Gapping-P,1,Christina,775,24
L2_01,L2-English,15,gapping,Gapping,Plausible,Gapping-P,2,dropped,600,24
L2_01,L2-English,15,gapping,Gapping,Plausible,Gapping-P,3,the carrots,1192,24
L2_01,L2-English,15,gapping,Gapping,Plausible,Gapping-P,4,and the potatoes,1368,24
L2_01,L2-English,15,gapping,Gapping,Plausible,Gapping-P,5,"in the kitchen,",673,24
L2_01,L2-English,15,gapping,Gapping,Plausible,Gapping-P,6,and,391,24
L2_01,L2-English,15,gapping,Gapping,Plausible,Gapping-P,7,James,400,24
L2_01,L2-English,15,gapping,Gapping,Plausible,Gapping-P,8,the bowls,416,24
L2_01,L2-English,15,gapping,Gapping,Plausible,Gapping-P,9,and the plates,1144,24
L2_01,L2-English,15,gapping,Gapping,Plausible,Gapping-P,10,in the dining room.,912,24
L2_01,L2-English,16,gapping,Gapping,Implausible,Gapping-I,1,Emily,512,24
L2_01,L2-English,16,gapping,Gapping,Implausible,Gapping-I,2,ripped,464,24
L2_01,L2-English,16,gapping,Gapping,Implausible,Gapping-I,3,the receipt,1064,24
L2_01,L2-English,16,gapping,Gapping,Implausible,Gapping-I,4,and the business card,888,24
L2_01,L2-English,16,gapping,Gapping,Implausible,Gapping-I,5,"at the mall,",584,24
L2_01,L2-English,16,gapping,Gapping,Implausible,Gapping-I,6,and,536,24
L2_01,L2-English,16,gapping,Gapping,Implausible,Gapping-I,7,Fred,424,24
L2_01,L2-English,16,gapping,Gapping,Implausible,Gapping-I,8,the candy,336,24
L2_01,L2-English,16,gapping,Gapping,Implausible,Gapping-I,9,and the chocolate,1257,24
L2_01,L2-English,16,gapping,Gapping,Implausible,Gapping-I,10,at the restaurant.,279,24
L2_01,L2-English,17,gapping,VPE,Plausible,VPE-P,1,Anna,824,24
L2_01,L2-English,17,gapping,VPE,Plausible,VPE-P,2,owned,1208,24
L2_01,L2-English,17,gapping,VPE,Plausible,VPE-P,3,a car,609,24
L2_01,L2-English,17,gapping,VPE,Plausible,VPE-P,4,and a truck,751,24
L2_01,L2-English,17,gapping,VPE,Plausible,VPE-P,5,"in Texas,",680,24
L2_01,L2-English,17,gapping,VPE,Plausible,VPE-P,6,and,488,24
L2_01,L2-English,17,gapping,VPE,Plausible,VPE-P,7,Kris,368,24
L2_01,L2-English,17,gapping,VPE,Plausible,VPE-P,8,did,448,24
L2_01,L2-English,17,gapping,VPE,Plausible,VPE-P,9,too,392,24
L2_01,L2-English,17,gapping,VPE,Plausible,VPE-P,10,with his family.,672,24
L2_01,L2-English,18,gapping,VPE,Implausible,VPE-I,1,Barbara,728,24
L2_01,L2-English,18,gapping,VPE,Implausible,VPE-I,2,watered,911,24
L2_01,L2-English,18,gapping,VPE,Implausible,VPE-I,3,the trees,817,24
L2_01,L2-English,18,gapping,VPE,Implausible,VPE-I,4,and the flowers,832,24
L2_01,L2-English,18,gapping,VPE,Implausible,VPE-I,5,"in the garden,",648,24
L2_01,L2-English,18,gapping,VPE,Implausible,VPE-I,6,and,504,24
L2_01,L2-English,18,gapping,VPE,Implausible,VPE-I,7,Eric,400,24
L2_01,L2-English,18,gapping,VPE,Implausible,VPE-I,8,did,3384,24
L2_01,L2-English,18,gapping,VPE,Implausible,VPE-I,9,too,416,24
L2_01,L2-English,18,gapping,VPE,Implausible,VPE-I,10,with his daughter.,704,24
L2_01,L2-English,19,gapping,Gapping,Plausible,Gapping-P,1,Helen,552,24
L2_01,L2-English,19,gapping,Gapping,Plausible,Gapping-P,2,sold,424,24
L2_01,L2-English,19,gapping,Gapping,Plausible,Gapping-P,3,the piano,552,24
L2_01,L2-English,19,gapping,Gapping,Plausible,Gapping-P,4,and the flute,736,24
L2_01,L2-English,19,gapping,Gapping,Plausible,Gapping-P,5,"at the mall,",432,24
L2_01,L2-English,19,gapping,Gapping,Plausible,Gapping-P,6,and,496,24
L2_01,L2-English,19,gapping,Gapping,Plausible,Gapping-P,7,Thomas,408,24
L2_01,L2-English,19,gapping,Gapping,Plausible,Gapping-P,8,the bike,456,24
L2_01,L2-English,19,gapping,Gapping,Plausible,Gapping-P,9,and the helmet,856,24
L2_01,L2-English,19,gapping,Gapping,Plausible,Gapping-P,10,at the market.,464,24
